index,price,brand,model,year,condition,transmission,fuel_type,kilometers_run
265,2200000,toyota,axio,2019,reconditioned,automatic,"petrol, hybrid, octane",53698
266,4070000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",109000
267,3480000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",39689
268,4330000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",47564
269,4370000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",57234
270,4300000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",62345
271,4500000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",21502
272,2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",96875
273,4510000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",39000
274,3440000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",67000
275,2040000,toyota,aqua,2020,reconditioned,automatic,"hybrid, octane",93000
276,4000000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",58345
277,3250000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",56234
278,6300000,nissan,x-trail,2022,reconditioned,automatic,"diesel, petrol",30000
279,3420000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",59179
280,1920000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",67036
281,4150000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",48000
282,6750000,toyota,prado,2011,used,automatic,octane,67485
283,4300000,toyota,noah,2022,reconditioned,automatic,"hybrid, octane",39000
284,280000,tata,indigo,2013,used,manual,diesel,95352
285,2240000,honda,grace,2020,reconditioned,automatic,hybrid,73282
286,4450000,honda,vezel,2021,reconditioned,automatic,"hybrid, octane",99500
287,3690000,mazda,mx-3,2019,reconditioned,automatic,"petrol, hybrid, octane",80000
288,4650000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",48790
289,5250000,honda,accord,2021,used,automatic,octane,27267
290,5080000,toyota,noah,2022,reconditioned,automatic,"petrol, octane",19000
291,3550000,toyota,esquire,2020,reconditioned,automatic,hybrid,127000
292,3380000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",49600
293,3670000,toyota,c-hr,2020,reconditioned,automatic,hybrid,49276
294,2400000,toyota,axio,2020,reconditioned,automatic,hybrid,124000
295,3680000,honda,insight,2019,reconditioned,automatic,hybrid,42674
296,2750000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",32000
297,3050000,toyota,prius,2020,reconditioned,automatic,hybrid,69843
298,4450000,toyota,esquire,2020,reconditioned,automatic,octane,85243
299,3800000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",60525
300,3100000,toyota,noah,2020,reconditioned,automatic,hybrid,73452
301,3540000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",83421
302,3840000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",90321
303,3150000,toyota,noah,2020,reconditioned,automatic,hybrid,70312
304,3700000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",83423
305,4100000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",58234
306,4000000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",49421
307,3900000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",51342
308,4150000,toyota,cross,2022,reconditioned,automatic,hybrid,48214
309,3350000,toyota,prius,2020,reconditioned,automatic,"hybrid, electric",71872
310,3350000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",90423
311,3600000,toyota,esquire,2020,reconditioned,automatic,hybrid,37431
312,3500000,toyota,c-hr,2020,reconditioned,automatic,hybrid,28462
313,3000000,toyota,noah,2019,reconditioned,automatic,hybrid,61435
314,3450000,toyota,c-hr,2020,reconditioned,automatic,hybrid,63752
315,3100000,toyota,corolla,2020,reconditioned,automatic,hybrid,72643
316,3900000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",78439
317,3380000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",81893
318,3900000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",73846
319,3500000,toyota,esquire,2020,reconditioned,automatic,hybrid,73421
320,5400000,toyota,corolla cross,2024,reconditioned,automatic,hybrid,7
321,6450000,honda,cr-v,2020,reconditioned,automatic,octane,43516
322,3150000,toyota,prius,2020,reconditioned,automatic,hybrid,70432
323,2450000,toyota,fielder,2020,reconditioned,automatic,hybrid,73846
324,3750000,toyota,prius,2020,reconditioned,automatic,hybrid,53216
325,3500000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",56249
326,2380000,toyota,fielder,2020,reconditioned,automatic,hybrid,63254
327,3950000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",73065
328,2850000,toyota,prius,2019,reconditioned,automatic,hybrid,64321
329,3550000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",72852
330,3900000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",78213
331,2650000,toyota,axio,2020,reconditioned,automatic,hybrid,40256
332,3550000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",78843
333,3450000,toyota,esquire,2020,reconditioned,automatic,hybrid,71546
334,3600000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",78752
335,3400000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",75324
336,3550000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",72456
337,3050000,toyota,prius,2020,reconditioned,automatic,hybrid,56349
338,5500000,toyota,corolla cross,2024,reconditioned,automatic,hybrid,10
340,3300000,toyota,prius,2019,reconditioned,automatic,hybrid,60721
341,3650000,toyota,prius,2020,reconditioned,automatic,hybrid,57846
342,3750000,toyota,prius,2020,reconditioned,automatic,hybrid,53295
343,3150000,toyota,prius,2020,reconditioned,automatic,hybrid,60532
344,3350000,toyota,prius,2020,reconditioned,automatic,"hybrid, electric",72865
345,3950000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",84512
346,4500000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",46512
347,3470000,toyota,c-hr,2020,reconditioned,automatic,hybrid,28524
348,4170000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,48524
349,3100000,toyota,corolla,2020,reconditioned,automatic,hybrid,65846
350,3400000,toyota,esquire,2019,reconditioned,automatic,hybrid,32514
351,4600000,toyota,noah,2022,reconditioned,automatic,hybrid,34000
352,3600000,toyota,esquire,2020,reconditioned,automatic,hybrid,37852
353,2350000,toyota,fielder,2020,reconditioned,automatic,hybrid,71085
354,3550000,toyota,esquire,2020,reconditioned,automatic,hybrid,79528
355,3900000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",69582
356,3450000,toyota,c-hr,2020,reconditioned,automatic,hybrid,53524
357,3050000,toyota,prius,2020,reconditioned,automatic,hybrid,76284
358,3450000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",76825
359,3900000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",78085
360,3950000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",79000
361,3450000,toyota,esquire,2019,reconditioned,automatic,hybrid,32000
362,3380000,toyota,prius,2020,reconditioned,automatic,"hybrid, electric",73528
363,4750000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",37523
364,2450000,toyota,axio,2020,reconditioned,automatic,hybrid,78256
365,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,73245
366,3150000,toyota,axio,2020,reconditioned,automatic,hybrid,78000
367,2800000,toyota,fielder,2021,reconditioned,automatic,"petrol, octane",89000
368,3480000,toyota,c-hr,2020,reconditioned,automatic,hybrid,72658
369,2440000,toyota,fielder,2020,reconditioned,automatic,hybrid,73000
370,3930000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",78000
371,3200000,toyota,prius,2020,reconditioned,automatic,hybrid,82000
372,3380000,toyota,prius,2020,reconditioned,automatic,hybrid,73000
373,3050000,toyota,prius,2020,reconditioned,automatic,hybrid,78000
374,3500000,toyota,noah,2019,reconditioned,automatic,octane,72000
375,2350000,toyota,fielder,2020,reconditioned,automatic,hybrid,72124
376,3750000,toyota,prius,2020,reconditioned,automatic,hybrid,53124
377,3470000,toyota,c-hr,2020,reconditioned,automatic,hybrid,70000
378,3950000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",83000
379,2400000,toyota,axio,2020,reconditioned,automatic,hybrid,76125
380,3750000,toyota,prius,2020,reconditioned,automatic,hybrid,53254
381,3050000,toyota,prius,2020,reconditioned,automatic,"hybrid, lpg",68528
382,3930000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",76325
383,3300000,toyota,corolla,2020,reconditioned,automatic,hybrid,40852
384,3450000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",72852
385,2400000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane, lpg",73525
386,3480000,toyota,c-hr,2020,reconditioned,automatic,hybrid,50258
387,3380000,toyota,prius,2020,reconditioned,automatic,hybrid,75357
388,4760000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",30000
389,4750000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",36528
390,3500000,toyota,esquire,2020,reconditioned,automatic,hybrid,83000
391,2700000,toyota,axio,2020,reconditioned,automatic,hybrid,40285
392,3750000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane, lpg",53214
393,3950000,toyota,hiace,2020,reconditioned,automatic,"petrol, cng, octane, lpg",75245
394,3500000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",83342
395,3700000,toyota,esquire,2020,reconditioned,automatic,hybrid,62942
396,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,73825
397,3550000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",60000
398,3500000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",93000
399,2450000,toyota,fielder,2020,reconditioned,automatic,hybrid,68042
400,3350000,toyota,premio,2019,used,automatic,octane,55000
401,2700000,toyota,axio,2020,reconditioned,automatic,hybrid,39548
402,3050000,toyota,prius,2020,reconditioned,automatic,hybrid,75812
403,3680000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane, lpg",65315
404,3950000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",71925
405,2700000,toyota,axio,2020,reconditioned,automatic,hybrid,41328
406,3690000,toyota,esquire,2020,reconditioned,automatic,hybrid,65143
407,3050000,toyota,prius,2020,reconditioned,automatic,hybrid,70169
408,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,75316
409,3500000,toyota,noah,2020,reconditioned,automatic,octane,93000
410,2450000,toyota,fielder,2020,reconditioned,automatic,hybrid,83000
411,3950000,toyota,noah,2020,reconditioned,automatic,octane,82000
412,3400000,toyota,c-hr,2020,reconditioned,automatic,hybrid,70000
413,3750000,toyota,prius,2020,reconditioned,automatic,hybrid,53246
414,3400000,toyota,prius,2020,reconditioned,automatic,hybrid,72000
415,4250000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",21258
416,3970000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",73258
417,3500000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",73000
418,2450000,toyota,fielder,2020,reconditioned,automatic,hybrid,90000
419,3050000,toyota,prius,2020,reconditioned,automatic,hybrid,70000
420,2390000,toyota,fielder,2020,reconditioned,automatic,hybrid,73516
421,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,71000
422,3800000,toyota,prius,2020,reconditioned,automatic,hybrid,53200
423,2700000,toyota,axio,2020,reconditioned,automatic,hybrid,40254
424,3750000,toyota,prius,2020,reconditioned,automatic,hybrid,51025
425,3950000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",73000
426,3680000,toyota,esquire,2020,reconditioned,automatic,hybrid,65254
427,4250000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",21000
428,4400000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,65000
429,3970000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",78000
430,3980000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",88000
431,3700000,toyota,esquire,2020,reconditioned,automatic,hybrid,65000
432,3950000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",80000
433,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,72000
434,4400000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,70000
435,4000000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",90000
436,3700000,toyota,esquire,2020,reconditioned,automatic,hybrid,70000
437,3800000,toyota,prius,2020,reconditioned,automatic,hybrid,53000
438,4850000,toyota,voxy,2023,reconditioned,automatic,hybrid,30000
439,4400000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",70000
440,3700000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",80000
441,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,70000
442,3970000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",70000
443,3800000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",53000
444,3700000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",60000
445,4300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",20000
446,5200000,toyota,rav4,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",62000
447,3550000,toyota,esquire,2020,reconditioned,automatic,hybrid,97841
448,3220000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",40713
449,3320000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",57810
450,3400000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",54100
451,3500000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",87610
452,2430000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",101299
453,3250000,toyota,premio,2016,used,automatic,octane,56788
454,7000000,toyota,rav4,2022,reconditioned,automatic,petrol,50000
455,4700000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",29250
456,2800000,toyota,sienta,2020,reconditioned,automatic,"petrol, octane",50584
457,3930000,toyota,premio,2019,reconditioned,automatic,octane,66595
458,4030000,toyota,esquire,2019,reconditioned,automatic,petrol,108000
459,3750000,toyota,prius,2021,reconditioned,automatic,hybrid,4099
460,3480000,toyota,hiace,2020,reconditioned,automatic,octane,57838
461,3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",74120
462,3420000,toyota,esquire,2019,reconditioned,automatic,hybrid,32784
463,3290000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",89466
464,4450000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",85000
465,4400000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",32000
466,11150000,toyota,alphard,2021,reconditioned,automatic,hybrid,36000
467,2950000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",26000
468,4010000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",81948
469,3400000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",67345
470,3700000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",27000
471,2350000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",112761
472,3600000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",39650
473,5250000,toyota,voxy,2023,reconditioned,automatic,hybrid,34341
474,4100000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",47523
475,3580000,toyota,esquire,2020,used,automatic,"hybrid, octane",49183
476,9850000,lexus,nx,2019,reconditioned,automatic,octane,28298
477,13300000,lexus,rx,2020,used,automatic,"petrol, octane",41940
478,6880000,toyota,harrier,2020,reconditioned,automatic,"petrol, octane",33200
479,4200000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",51423
480,5700000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",12010
481,2900000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",59735
482,2150000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",120000
483,3750000,honda,insight,2019,reconditioned,automatic,hybrid,63000
484,4950000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",22000
485,5100000,toyota,voxy,2022,reconditioned,automatic,"hybrid, octane",31000
486,4950000,toyota,corolla cross,2025,reconditioned,automatic,"electric, octane",29000
487,7500000,toyota,harrier,2021,reconditioned,automatic,"petrol, hybrid, octane",72895
488,3250000,toyota,noah,2020,reconditioned,automatic,hybrid,71137
489,3700000,toyota,yaris cross,2021,reconditioned,automatic,hybrid,56000
490,4850000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",27000
491,3250000,toyota,noah,2020,reconditioned,automatic,hybrid,50000
492,3810000,toyota,noah,2020,reconditioned,automatic,hybrid,66000
493,7450000,toyota,harrier,2019,reconditioned,automatic,octane,14900
494,6500000,nissan,x-trail,2022,reconditioned,automatic,hybrid,35000
495,3160000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",78438
496,3580000,toyota,hiace,2021,reconditioned,automatic,"octane, other fuel type",70999
497,3630000,toyota,esquire,2019,reconditioned,automatic,"hybrid, octane",38111
498,3710000,toyota,noah,2020,reconditioned,automatic,hybrid,70365
499,2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",62145
500,2380000,toyota,fielder,2020,reconditioned,automatic,hybrid,66238
501,3130000,toyota,corolla,2020,reconditioned,automatic,hybrid,34589
502,3340000,toyota,noah,2020,reconditioned,automatic,hybrid,75431
503,2080000,toyota,fielder,2014,used,automatic,octane,62104
504,3350000,toyota,yaris cross,2020,reconditioned,automatic,hybrid,75000
505,5140000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",14314
506,3750000,toyota,prius,2021,reconditioned,automatic,hybrid,4098
507,3380000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",69100
508,2350000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",150000
509,3350000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",81000
510,1900000,toyota,probox,2020,reconditioned,automatic,"petrol, hybrid, octane",65842
511,4680000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,70000
512,2150000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",54875
513,4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,28350
514,4150000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,11250
515,3750000,toyota,esquire,2020,reconditioned,automatic,hybrid,85932
516,3560000,toyota,noah,2020,reconditioned,automatic,hybrid,60700
517,3900000,toyota,esquire,2020,reconditioned,automatic,hybrid,59140
518,3000000,toyota,hiace,2019,reconditioned,automatic,"petrol, octane",97000
519,3200000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",74000
520,2600000,honda,grace,2020,reconditioned,automatic,"petrol, hybrid, octane",99000
521,2730000,toyota,axio,2019,reconditioned,automatic,"petrol, octane",4910
522,6450000,toyota,voxy,2025,reconditioned,automatic,"petrol, hybrid, octane",5
523,3120000,toyota,prius,2021,reconditioned,automatic,"petrol, hybrid, octane",41000
524,3460000,toyota,hiace,2020,reconditioned,automatic,petrol,50000
525,3700000,toyota,noah,2020,reconditioned,automatic,hybrid,37000
526,2300000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",76400
527,3550000,toyota,c-hr,2020,reconditioned,automatic,hybrid,47000
528,4000000,toyota,allion,2019,reconditioned,automatic,octane,51000
529,6200000,honda,cr-v,2020,reconditioned,automatic,octane,64881
530,4350000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",50000
531,3400000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",67537
532,4780000,toyota,premio,2020,reconditioned,automatic,petrol,25000
533,4780000,toyota,premio,2020,reconditioned,automatic,petrol,25000
534,12000000,lexus,rx,2020,reconditioned,automatic,octane,13000
535,1345000,toyota,raum,2010,used,automatic,"octane, lpg",55000
536,3780000,toyota,esquire,2020,reconditioned,automatic,octane,180000
537,3500000,toyota,esquire,2019,reconditioned,automatic,"petrol, hybrid, octane",34000
538,2790000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",80259
539,2800000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",98352
540,3350000,toyota,hiace,2020,reconditioned,automatic,"octane, other fuel type",90129
541,4200000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",70376
542,3100000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",29000
543,3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",79000
544,4460000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",15431
545,4560000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",70648
546,3120000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",29979
547,3080000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",69000
548,3780000,toyota,yaris cross,2021,reconditioned,automatic,hybrid,45000
549,3200000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",43000
550,3330000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",71590
551,3670000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",97860
552,2500000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",76000
553,4500000,toyota,noah,2023,reconditioned,automatic,hybrid,35000
554,3600000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",82000
555,4550000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",83150
556,2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",83000
557,3150000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",73000
558,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,51478
559,4450000,toyota,premio,2020,reconditioned,automatic,octane,38870
560,1250000,toyota,aqua,2013,used,automatic,"hybrid, octane",65206
561,3900000,toyota,esquire,2020,reconditioned,automatic,hybrid,77234
562,3300000,toyota,c-hr,2020,reconditioned,automatic,hybrid,100000
563,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,97453
564,5350000,toyota,corolla cross,2024,reconditioned,automatic,hybrid,1599
565,4100000,toyota,premio,2020,reconditioned,automatic,octane,48000
566,2380000,toyota,yaris,2020,reconditioned,automatic,"petrol, octane",71000
567,6550000,toyota,harrier,2020,reconditioned,automatic,"petrol, octane",71000
568,7950000,toyota,harrier,2021,reconditioned,automatic,"petrol, octane",69000
569,3990000,toyota,esquire,2020,reconditioned,automatic,octane,132000
570,1900000,toyota,succeed,2020,reconditioned,automatic,"petrol, hybrid, octane",69845
571,2350000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",75846
572,2000000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",35902
573,2300000,toyota,axio,2020,reconditioned,automatic,hybrid,114000
574,3750000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",57840
575,1700000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",57124
576,1900000,toyota,succeed,2020,reconditioned,automatic,"petrol, hybrid, octane",58754
577,4300000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",50098
578,4750000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",29013
579,3680000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",57254
580,3650000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",51000
581,2150000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",75840
582,2550000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",54789
583,3850000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",75840
584,3750000,toyota,voxy,2020,reconditioned,automatic,petrol,73527
585,4590000,toyota,premio,2020,reconditioned,automatic,petrol,37000
586,3020000,toyota,c-hr,2019,reconditioned,automatic,hybrid,45000
587,3550000,toyota,noah,2020,reconditioned,automatic,hybrid,56200
588,2880000,toyota,axio,2020,reconditioned,automatic,petrol,61971
589,4390000,honda,insight,2021,reconditioned,automatic,hybrid,15624
590,3770000,toyota,esquire,2020,reconditioned,automatic,hybrid,90000
591,2690000,toyota,axio,2019,reconditioned,automatic,petrol,91340
592,5320000,honda,cr-v,2019,reconditioned,automatic,hybrid,63000
593,4392000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",89652
594,2660000,toyota,fielder,2020,reconditioned,automatic,hybrid,55209
595,4900000,toyota,voxy,2022,reconditioned,automatic,"hybrid, octane",43590
596,3450000,toyota,yaris cross,2021,reconditioned,automatic,hybrid,91000
597,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,111000
598,2150000,honda,vezel,2015,used,automatic,"diesel, petrol",70000
599,2300000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",63200
600,4050000,toyota,noah,2019,reconditioned,automatic,octane,63591
601,1785000,toyota,premio,2005,used,automatic,"octane, lpg",69000
602,12000000,toyota,supra,2020,reconditioned,automatic,octane,30000
603,3350000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",57000
604,3600000,toyota,noah,2020,reconditioned,automatic,hybrid,135000
605,3150000,toyota,noah,2020,reconditioned,automatic,"hybrid, octane",170000
606,3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",93602
607,3350000,toyota,hiace,2020,reconditioned,automatic,"octane, other fuel type",96129
608,2480000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",90129
609,3750000,toyota,esquire,2019,reconditioned,automatic,"petrol, octane",116309
610,3780000,toyota,rush,2021,used,automatic,octane,46200
611,5000000,toyota,rav4,2020,reconditioned,automatic,hybrid,67000
612,3640000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",60939
613,4600000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,15000
614,3200000,toyota,voxy,2020,reconditioned,automatic,"hybrid, octane",84000
615,6500000,toyota,harrier,2020,reconditioned,automatic,"petrol, octane",53000
